month,VolumeTo
55408-06,1673795235.4008925
55411-03,776111471.8669971
55413-12,773303698.8633221
55416-09,1068985236.5126554
55419-06,1152808416.919793
55422-02,1224436974.8502872
55424-11,1335158158.639614
55427-08,738491809.8811625
55430-05,571013013.8553362
55433-02,954193987.2948112
55435-11,1912797983.5310051
55438-08,3210301129.3662906
55441-04,1775822103.7632556
55444-01,2265077496.195469
55446-10,933244397.704002
55449-07,926316644.4167664
55452-04,1367837657.5451825
55455-01,1306206257.0193572
55457-10,1224103637.6132562
55460-06,1107940389.9242406
55463-03,2726355505.5063505
55465-12,533859338.1325383
55468-09,711031423.4334425
55471-06,1352635339.5043936
55474-03,1028794008.5245212
55476-12,1013694790.31705
55479-08,2181763648.99527
55482-05,1027461795.2332093
55485-02,395759717.57242787
55487-11,465781514.2589476
55490-08,1254289037.7420728
55493-05,868966244.2412691
55496-01,1166497472.4331727
55498-10,2194927210.224416
55501-07,1869443273.7476244
55504-04,427921094.3021783
55507-01,477189328.0072937
55509-10,929647644.243343
55512-07,897157095.477411
55515-04,769254865.285115
55517-12,1125950643.7116497
55520-09,713123417.7612139
55523-06,437785700.3396102
55526-03,548940321.0915866
55528-12,1162562413.8190153
55531-09,629531351.1145664
55534-06,995569172.1396836
55537-02,659594157.3443576
55539-11,702705076.837866
55542-08,318276733.8766431
55545-05,459830379.6509824
55548-02,663025204.2072345
55550-11,1299160215.077924
55553-07,1419729744.649752
55556-04,773302705.4947629
55559-01,686643453.3930904
55561-10,338478560.12182474
55564-07,383209498.87775046
55567-04,899492595.6812717
55570-01,1352934531.6659672
55572-09,1130396850.0974116
55575-06,692863472.0877249
55578-03,607176051.3015367
55580-12,263949405.54340288
55583-09,326264625.2296824
55586-06,924613476.681799
55589-03,806683957.3100157
55591-11,959870747.0063144
55594-08,2755821274.340605
55597-05,1834219523.699404
55600-02,680623880.8247553
55602-11,497880752.23011583
55605-08,788205156.3215923
55608-05,886782344.160293
55611-01,1156326251.922411
55613-10,792966965.8982657
55616-07,722611079.1898074
55619-04,261041530.4758038
55622-01,315548363.0193776
55624-10,591008939.17657
55627-07,2023326050.758479
55630-03,969086451.1625257
55632-12,1360373186.0116708
55635-09,1059444591.7097496
55638-06,419812969.94685984
55641-03,453100690.1021077
55643-12,563532890.5699993
55646-09,548893707.6002005
55649-05,700763180.8011677
55652-02,718923008.9071183
55654-11,754184537.1096923
55657-08,284109473.8075783
55660-05,483577459.20553446
55663-02,1057371884.6697066
55665-10,1464393036.9616623
55668-07,825437881.4687591
55671-04,1015267319.7730224
55674-01,695203258.0004445
55676-10,370889866.4592735
55679-07,344703727.5601071
55682-04,1158780347.6253047
55684-12,981539255.55962
55687-09,927206075.9626272
55690-06,920768143.3513128
55693-03,484331618.9485319
55695-12,250873957.3886738
55698-09,416368301.3736848
55701-06,688252596.3809944
55704-03,485217905.0421048
55706-11,918797815.048481
55709-08,1193420040.1309185
55712-05,767827314.931909
55715-02,345406056.6806953
55717-11,674657121.9944204
55720-08,1600944483.4902065
55723-05,794301815.4265021
55726-01,820421385.2557852
55728-10,849415594.0472504
55731-07,1052864393.8176136
55734-04,372820279.52314305
55737-01,549839951.4800811
55739-10,870014634.3621609
55742-06,626258724.2775784
55745-03,1007065585.9346406
55747-12,626909068.3868717
55750-09,647553796.3580662
55753-06,280059019.0534013
55756-03,412673965.3439348
55758-12,2210785548.236096
55761-08,1090741746.4830873
55764-05,914773525.152758
55767-02,1023984017.0322788
55769-11,1753411192.551091
55772-08,821964508.4353629
55775-05,683854827.8969324
55778-02,2941620022.8651876
55780-10,3933194868.1611967
55783-07,1888210825.6063824
55786-04,1363077907.10912
55789-01,1096889423.419842
55791-10,575936523.347353
55794-07,711652985.1790963
55797-04,1159771907.642105
55799-12,1125442444.4884882
55802-09,1856348820.479453
55805-06,1686141698.092171
55808-03,1347962831.5658624
55810-12,639958598.4198353
55813-09,859350974.0014893
55816-06,782427702.2653205
55819-02,1358031361.1978528
55821-11,1185492160.4927278
55824-08,3033417922.7826815
55827-05,1605069174.524103
55830-02,851924612.7339427
55832-11,655570813.1382711
55835-08,1208037462.3041444
55838-04,1639130785.08681
55841-01,1963249656.5094736
55843-10,1744503339.0151725
55846-07,1391225051.1923273
55849-04,624434069.5256634
55852-01,781531839.4371592
55854-10,1343722642.386475
55857-06,1756747495.981855
55860-03,1657141022.427348
55862-12,888826648.8541473
55865-09,1688715728.079148
55868-06,430165251.7609749
55871-03,797321193.5893991
55873-11,1112557435.276792
55876-08,1414360251.6823456
55879-05,1252586505.66259
55882-02,934491058.960814
55884-11,1669750777.6239817
55887-08,1043421976.7660652
55890-05,1059860641.0494444
55893-01,3285736844.1408806
55895-10,2890205389.490126
55898-07,2256979505.594805
55901-04,2046945851.8836448
55904-01,1875581755.4469104
55906-10,1096487106.5648336
55909-07,830485162.5569534
55912-03,3205540835.5114336
55914-12,1773961284.3375635
55917-09,1919703389.48488
55920-06,1798740625.30166
55923-03,1416898938.5099788
55925-12,1020469627.8857332
55928-09,1161963642.9627964
55931-05,1936003306.0825727
55934-02,1747830242.4615936
55936-11,2115813869.7796192
55939-08,1514529919.1877794
55942-05,1436074497.5128598
55945-02,722943825.3332176
55947-11,1093460634.889423
55950-07,1172053386.5109816
55953-04,1746333612.3049452
55956-01,1554082990.052276
55958-10,1508408742.378081
55961-07,1803086285.2465773
55964-04,964875790.984935
55967-01,1001519241.5559056
55969-09,1169995682.0280015
55972-06,2944331821.823076
55975-03,3507104563.7442317
55977-12,2095095359.493635
55980-09,2100953924.3687155
55983-06,781212883.4916061
55986-03,1014635096.124148
55988-11,3298772150.681508
55991-08,3251442072.8083963
55994-05,4123809481.712767
55997-02,4105139605.028302
55999-11,3827483735.576057
56002-08,1547370611.5531662
56005-05,1202212782.257693
56008-01,1718982911.1081028
56010-10,1931947150.0590703
56013-07,1419888430.9228892
56016-04,1839426541.2635791
56019-01,1993846466.538752
56021-10,662768008.1509343
56024-07,489151571.0309043
56027-03,2247452153.795433
56029-12,2275851990.6468267
56032-09,1569704923.830749
56035-06,1238813296.1526136
56038-03,1951700659.289807
56040-12,678418702.3509445
56043-08,1154365891.668259
56046-05,1343462280.3618684
56049-02,1633251085.6713598
56051-11,1711665577.0530822
56054-08,1497121440.644002
56057-05,1277919437.2905612
56060-02,518775350.03360087
56062-10,730999557.7083682
56065-07,1262620640.5407171
56068-04,1061049582.6002768
56071-01,1496013692.382922
56073-10,2042912128.1517663
56076-07,3453043306.420976
56079-04,1176079377.6922762
56081-12,1443314885.7714052
56084-09,2898220863.0181804
56087-06,2745025370.067447
56090-03,2919604456.723313
56092-12,2802825737.992016
56095-09,1965003863.9713345
56098-06,1319908544.9790893
56101-02,1139209588.4334626
56103-11,1539600521.6007729
56106-08,2574874999.378717
56109-05,2210278288.725095
56112-02,1820949707.158534
56114-11,1559143576.8296163
56117-08,847793393.571868
56120-04,966951114.4504628
56123-01,2710403072.980595
56125-10,3795949115.224932
56128-07,7162581994.48574
56131-04,4872212871.27608
56134-01,2956537377.9660296
56136-10,1582566973.834093
56139-06,1804536272.9443457
56142-03,5568877537.081252
56144-12,8674526591.287142
56147-09,5197743036.597276
56150-06,3548088039.273608
56153-03,5044395324.399055
56155-12,1355964036.909299
56158-08,2659307501.094578
56161-05,5352704377.618805
56164-02,4909667978.559338
56166-11,3829764501.253793
56169-08,5132189849.096632
56172-05,7065279917.872112
56175-01,3788544202.884856
56177-10,3322963634.2425127
56180-07,3768277912.4189186
56183-04,6484805948.535394
56186-01,5769770052.062583
56188-10,3551223142.9644165
56191-07,3310481978.1076455
56194-04,1706152172.6316135
56196-12,2059312948.6486876
56199-09,3679964073.811213
56202-06,2738537345.33588
56205-03,3426458581.943343
56207-12,2500571208.002628
56210-09,1779608477.3224535
56213-06,954555919.6855744
56216-02,1367523707.261245
56218-11,2876486469.465523
56221-08,4750030717.922425
56224-05,2630556596.135929
56227-02,2795469450.572386
56229-11,2555458935.236009
56232-07,1373131967.764819
56235-04,1496213373.1855776
56238-01,3270853309.662943
56240-10,2749007421.6421075
56243-07,2901564970.815804
56246-04,2247473274.6162577
56249-01,3843551585.3212743
56251-09,4614468627.809045
56254-06,3946124834.6970353
56257-03,3398072231.5612235
56259-12,3355338198.446913
56262-09,3128625247.4738536
56265-06,2726741448.8868027
56268-03,4419893235.183287
56270-11,1486949581.439479
56273-08,1254396628.1531763
56276-05,2071690434.976552
56279-02,1502139968.7198815
56281-11,2195714861.657656
56284-08,2007704069.2622728
56287-05,1736631357.3537388
56290-01,1320337707.787116
56292-10,1078450016.4732296
56295-07,1765038324.6837213
56298-04,3372142467.432252
56301-01,4705572361.7402
56303-10,2778840305.0505786
56306-07,2658193708.347904
56309-03,1547468697.8765795
56311-12,1182572239.5306184
56314-09,2218131198.4661326
56317-06,1624531631.592377
56320-03,1623561041.1255188
56322-12,1895849912.7734752
56325-09,2255550468.413852
56328-05,814928013.4573288
56331-02,781041632.4623835
56333-11,2041896626.6108148
56336-08,1800171876.1676652
56339-05,2794259631.8910465
56342-02,2045507646.829385
56344-11,1745971822.3447456
56347-07,967145944.6835316
56350-04,1204989222.8768687
56353-01,3485474763.7522936
56355-10,3509345769.233608
56358-07,1931700812.3032143
56361-04,2766790260.7886024
56364-01,1906438696.7156007
56366-09,837339788.9838961
56369-06,818914878.9908898
56372-03,1604722197.8374028
56374-12,2224860225.799223
56377-09,1573095221.6483984
56380-06,1945001081.521587
56383-03,1812659052.2496767
56385-11,598305207.9932046
56388-08,1046827665.3829312
56391-05,2047757076.2268355
56394-02,2069902136.99324
56396-11,2040073765.86764
56399-08,1551467659.1542966
56402-05,2507250591.3329787
56405-01,678267390.5310388
56407-10,687344656.0725566
56410-07,1192466549.969123
56413-04,2793799020.4691243
56416-01,2550285139.184372
56418-10,1958897960.917292
56421-06,1884451554.428285
56424-03,758175888.0283372
56426-12,624653672.6138575
56429-09,1812061226.756565
56432-06,2755141806.03109
56435-03,1307731953.9545314
56437-12,1584896152.16637
56440-08,1665541539.708616
56443-05,470027247.3402083
56446-02,526848525.0029452
56448-11,3180853460.924751
56451-08,1914901308.84587
56454-05,1381716993.355492
56457-02,1126705164.782892
56459-10,1519872032.026636
56462-07,701345872.4881144
56465-04,1070250012.5446604
56468-01,1550980813.6701343
56470-10,1160792332.6175597
56473-07,1945901232.9066567
56476-04,3168619756.2436485
56478-12,4515040083.536514
56481-09,1235398733.4357028
56484-06,1094135752.4528687
56487-03,2699942701.375511
56489-12,1592351321.655387
56492-09,1452293495.6501489
56495-06,1728929618.0583844
56498-02,1360201319.0761504
56500-11,900429281.1482327
56503-08,1273562988.611176
56506-05,2435540879.028933
56509-02,2725231969.2884507
56511-11,1922412273.0882096
56514-08,1449872437.6497972
56517-04,2331517674.368659
56520-01,961878801.8482212
56522-10,1465757867.9747431
56525-07,1448418369.8467095
56528-04,2088544473.323508
56531-01,1526490826.466997
56533-10,2266419771.224864
56536-06,1630839588.6966548
56539-03,2162335067.0234175
56541-12,736755676.1377451
56544-09,2499265962.0914555
56547-06,1533270724.799421
56550-03,1489443332.5960116
56552-11,2270877792.65868
56555-08,2469588785.6981573
56558-05,1711555901.18011
56561-02,1874490041.5437355
56563-11,8580928177.429902
56566-08,3119018848.329888
56569-05,2490553853.602583
56572-01,2836312292.431818
56574-10,1878350555.512264
56577-07,607372221.2460399
56580-04,1152081498.1567774
56583-01,2186851067.316586
56585-10,1668247896.8477187
56588-07,1705464263.5058649
56591-03,2194915865.052229
56593-12,1614654900.3332715
56596-09,457737705.7722839
56599-06,813166580.7264851
56602-03,1336287900.197634
56604-12,1890620149.79102
56607-09,1682529555.0960548
56610-05,1288544247.9560175
56613-02,2375916932.7935486
56615-11,1015774255.1740764
56618-08,789935122.9930241
56621-05,1238341818.4320166
56624-02,2158144642.992993
56626-11,2183054412.974087
56629-07,1617931684.258576
56632-04,1680918972.4658496
56635-01,519849184.86904466
56637-10,1202176847.3910584
56640-07,1333092369.4465687
56643-04,1335076815.8599248
56646-01,2027630870.1796756
56648-09,1577770853.1007974
56651-06,2988914918.924334
56654-03,905693342.5898322
56656-12,885743172.9184759
56659-09,1809715390.0493293
56662-06,1349365460.0900574
56665-03,1875738697.3784156
56667-11,1802848638.0757017
56670-08,1760671733.5492997
56673-05,728527024.3416963
56676-02,822410872.3906957
56678-11,1543273198.7027452
56681-08,1983378424.775704
56684-05,2174000496.820776
56687-01,2153175931.173872
56689-10,1611195963.9908044
56692-07,528657852.3183024
56695-04,897477338.3735126
56698-01,1531015038.368027
56700-10,1472720338.8562915
56703-07,1135250828.2732148
56706-03,1831204595.9448967
56708-12,1448852210.3602211
56711-09,600118483.1222521
56714-06,547980013.7152303
56717-03,1920250261.744216
56719-12,2723672081.8326254
56722-09,1928377637.836784
56725-05,1590773866.8074436
56728-02,1311145630.5020497
56730-11,484588468.3419123
56733-08,555669634.4773513
56736-05,1646315506.5791943
56739-02,1230076253.818657
56741-10,1234778807.5932417
56744-07,1445604381.9363792
56747-04,1462219576.849865
56750-01,686978508.9887543
56752-10,746564374.2082387
56755-07,2450094472.8135448
56758-04,2894021862.319518
56760-12,2024560410.1062677
56763-09,1702164439.5654595
56766-06,1959735899.8769648
56769-03,559628628.9613105
56771-12,854082429.8105861
56774-09,2130833593.5466976
56777-06,1654285791.6605556
56780-02,1695101430.9187465
56782-11,1526736320.912938
56785-08,2320667435.293254
56788-05,792887047.147892
56791-02,585006148.4704809
56793-11,2005105729.8174448
56796-08,3602465986.8917575
56799-04,1941210537.2882867
56802-01,2091144977.4946847
56804-10,2677358022.00497
56807-07,731232427.6311549
56810-04,1709666206.4062023
56813-01,2033902307.002776
56815-10,2310418908.069922
56818-06,7702283270.25801
56821-03,3391796661.9719553
56823-12,2784449097.5315185
56826-09,1294709001.60289
56829-06,4905441473.900737
56832-03,6944268709.942721
56834-12,8540084566.279819
56837-08,7790928962.043038
56840-05,5073860815.928665
56843-02,4276238971.181429
56845-11,2067958511.9048476
56848-08,2153871724.810395
56851-05,4239909950.6618943
56854-01,4025108502.8496137
56856-10,3950932314.6460686
56859-07,6722807908.325656
56862-04,4555536773.363205
56865-01,2431609866.329514
56867-10,3034172011.951788
56870-07,4883444806.322194
56873-04,5370918648.818167
56875-12,3894358511.6175647
56878-09,2749861591.2596097
56881-06,2690451030.634288
56884-03,1402672950.6998208
56886-12,1641327626.6062205
56889-09,3646639621.737588
56892-05,3413995542.018656
56895-02,4241994533.7861056
56897-11,11048002942.149933
56900-08,4456641685.364444
56903-05,1487953846.838546
56906-02,1459576946.402151
56908-11,5283626995.705648
56911-08,4988660195.092429
56914-04,3745703763.01845
56917-01,2949462583.8661704
56919-10,2203903393.0741005
56922-07,1441594367.0463192
56925-04,2290462903.8357916
56928-01,4364964400.634553
56930-09,3103833327.7751064
56933-06,5194263316.259237
56936-03,5487546517.707753
56938-12,6022845238.832326
56941-09,2296232055.195926
56944-06,1857819866.3604
56947-03,3100007213.494563
56949-11,2287214424.706476
56952-08,1426143976.0493636
56955-05,2049123567.3867724
56958-02,2528567849.779461
56960-11,794651624.8349556
56963-08,1278370863.9768472
56966-05,2573126059.769478
56969-01,1845718801.922704
56971-10,975444194.1379983
56974-07,2118411852.6812797
56977-04,1486610768.5907917
56980-01,881223751.6353604
56982-10,793931715.9546323
56985-07,2540561688.7771435
56988-03,3170421659.717236
56990-12,3205849081.112962
56993-09,3217669887.2453976
56996-06,2962085343.2837043
56999-03,665685994.93301
57001-12,813278829.6583949
57004-09,3930666134.3474574
57007-05,2676048470.3569503
57010-02,3006242382.886794
57012-11,2765162040.639799
57015-08,4040993985.475047
57018-05,2521522119.379525
57021-02,4513423971.410253
57023-11,9398787064.320717
57026-07,4768512258.156501
57029-04,2331144640.658579
57032-01,5610760848.131639
57034-10,2483818574.373748
57037-07,949511531.3578016
57040-04,1024352365.4715524
57043-01,5092886322.829245
57045-09,2253977324.0362086
57048-06,2380383694.772136
57051-03,2038112603.5126407
57053-12,2282174002.1952176
57056-09,1250354228.2372296
57059-06,3412084312.583628
57062-03,7228589180.711621
57064-11,3989698644.2649302
57067-08,2562342153.829685
57070-05,2289071921.21756
57073-02,3107592434.6738343
57075-11,977040267.5158632
57078-08,1359495152.3107977
57081-05,1999112052.6687863
57084-01,1806534846.3863196
57086-10,2800142168.3943653
57089-07,1916988246.3921185
57092-04,1768073218.8690157
57095-01,717245393.778092
57097-10,794694242.2949731
57100-07,1584593526.1754675
57103-03,2223994802.892005
57105-12,1576817572.1032505
57108-09,1663386824.7315507
57111-06,3143975917.573464
57114-03,1087077133.8226364
57116-12,1044392011.791024
57119-08,2981809595.445377
57122-05,6962982500.904473
57125-02,4898429925.6364765
57127-11,3618738891.222162
57130-08,6806705236.690679
57133-05,2194003507.852643
57136-02,4972549515.788669
57138-10,5321123743.471923
57141-07,4704901219.590436
57144-04,3400243670.304976
57147-01,3105145628.399399
57149-10,5097554826.613158
57152-07,1119358968.6520057
57155-04,2173552660.4544797
57157-12,3834924947.7581854
57160-09,3927000827.110792
57163-06,2638600996.825396
57166-03,2260870111.239389
57168-12,2244729595.541172
57171-09,953445671.8337504
57174-06,1468056556.296723
57177-02,1437716814.0468738
57179-11,1450813055.479726
57182-08,2375813941.943763
57185-05,1885241921.155652
57188-02,1005135519.2560016
57190-11,456235443.80165213
57193-08,718692319.1499039
57196-04,2636765917.9518437
57199-01,1979571590.8982935
57201-10,1606406955.5864637
57204-07,1487968807.7079022
57207-04,2309946560.6641135
57210-01,970199917.9868716
57212-10,816584795.5288126
57215-06,1696009191.0809648
57218-03,1698895702.575468
57220-12,3417279759.8307643
57223-09,2259299724.8643928
57226-06,2739842666.426737
57229-03,779626577.9013437
57231-12,2239085051.1529646
57234-08,6084614024.150647
57237-05,2775277777.102461
57240-02,5980231256.222496
57242-11,2690294353.8478427
57245-08,2830363945.1787524
57248-05,1557403252.9267516
57251-01,2086106375.4392557
57253-10,2429132805.081529
57256-07,1780972414.3956006
57259-04,1753910031.2009242
57262-01,1161659427.386263
57264-10,552648483.6474872
57267-07,823222752.2842493
57270-03,685253644.8918362
57272-12,2773299591.467066
57275-09,3967785064.1281695
57278-06,2560279933.947952
57281-03,1811120137.314679
57283-12,2596877713.640173
57286-09,889627361.8414446
57289-05,1052334792.1866188
57292-02,2092532996.5551715
57294-11,1607154803.4675474
57297-08,1664825670.9831252
57300-05,2053857614.2732673
57303-02,1446387651.5840576
57305-11,935906144.9651498
57308-07,1053542403.8531588
57311-04,1626999380.1759968
57314-01,1526847764.5636685
57316-10,1611730124.5924544
57319-07,3508645830.5650144
57322-04,2847518447.981513
57325-01,1588386278.502415
57327-09,1873381777.2124252
57330-06,3242348937.383069
57333-03,2197244118.1523666
57335-12,1704708279.3884108
57338-09,1850183474.529204
57341-06,1628832372.324148
57344-03,1160418362.950618
57346-11,2262214972.0749383
57349-08,3150324504.5954514
57352-05,2509102444.6695986
57355-02,4914709514.320026
57357-11,3509432834.573417
57360-08,3469704446.390405
57363-05,1819958819.7748585
57366-01,1904366455.425858
57368-10,1605578282.1079032
57371-07,2327603851.1192646
57374-04,1689136748.513031
57377-01,2128639017.5081615
57379-10,2493078549.591861
57382-07,1174000801.507038
57385-03,1016188486.9505996
57387-12,1409004206.9863732
57390-09,1402493746.5993218
57393-06,1476928482.368878
57396-03,2301567892.5305448
57398-12,1642382404.935575
57401-09,877915380.954823
57404-05,850887129.4282976
57407-02,2154922022.221173
57409-11,1867620550.1921728
57412-08,1434884639.7506304
57415-05,1908309274.086835
57418-02,2735461890.6929703
57420-10,925568614.1784064
57423-07,754596887.8748003
57426-04,1599849840.7325244
57429-01,1883173484.8991
57431-10,1461383024.362209
57434-07,803402575.962045
57437-04,1714411911.0114017
57439-12,1144829784.7306418
57442-09,2892695407.808688
57445-06,2836166831.044449
57448-03,1543451113.4563613
57450-12,1789545470.94629
57453-09,1136093974.6816015
57456-06,1308420348.9100096
57459-03,352025390.60311353
57461-11,736708189.9495683
57464-08,1050407152.345058
57467-05,1117432945.8926363
57470-02,1915699005.8772895
57472-11,1429459048.6383262
57475-08,1276215111.668365
57478-04,403928702.1967476
57481-01,700733299.51122
57483-10,1020848316.053704
57486-07,1000112813.4398944
57489-04,1902054744.194924
57492-01,2826460280.445224
57494-10,3039521803.027247
57497-06,993093353.4068904
57500-03,1132096857.0116916
57502-12,3299746181.077073
57505-09,3755258445.553272
57508-06,2023850383.7234876
57511-03,1869114355.1231644
57513-12,2367355518.470308
57516-08,783327898.4969696
57519-05,1528864683.816082
57522-02,2020783266.9633648
57524-11,2481252763.6519103
57527-08,1722126986.886661
57530-05,1873181653.2018075
57533-02,4456778786.620494
57535-10,823629079.7493103
57538-07,1107883542.1607983
57541-04,1655882235.896518
57544-01,1788682083.6856463
57546-10,1832696878.2229855
57549-07,2002870016.7022424
57552-04,2810268577.1513696
57554-12,1301882737.326722
57557-09,841090034.1542541
57560-06,1109938874.0629709
57563-03,1371861747.1466167
57565-12,1118028732.8589184
57568-09,1564454297.836927
57571-06,1172199778.7242548
57574-02,1111837601.7023723
57576-11,1694198747.8718708
57579-08,3194611530.5410695
57582-05,1992762473.5852575
57585-02,2811581348.3874574
57587-11,3359128391.1085243
57590-08,1607609329.685101
57593-04,751719391.7723638
57596-01,695629197.9038073
57598-10,2053814085.4717772
57601-07,2065010895.8584664
57604-04,1776149566.1247735
57607-01,1227373788.615563
57609-09,2656625122.2777863
57612-06,1308825428.0143583
57615-03,2411284606.189176
57617-12,2805570653.6310234
57620-09,2033437347.4999392
57623-06,1493774927.1908317
57626-03,1250788481.9453218
57628-11,2475492492.5775294
57631-08,1160666772.7387524
57634-05,1031806894.3513318
57637-02,1742516638.781135
57639-11,2042681451.9016385
57642-08,1313762617.3436644
57645-05,1349031325.5320847
57648-01,2413132200.623325
57650-10,552785936.5434699
57653-07,630447950.1588689
57656-04,1295903862.4649603
57659-01,1721465997.906366
57661-10,1978834750.2223115
57664-07,1562241144.956541
57667-03,1772122269.5018637
57669-12,957724220.6497612
57672-09,775762364.9685991
57675-06,1522648235.2235153
57678-03,1265779287.5169268
57680-12,1946083704.6217456
57683-09,1367513347.486509
57686-05,1045792401.4532388
57689-02,541264273.2416894
57691-11,521299751.1504096
57694-08,2348872511.6988754
57697-05,1383869800.273703
57700-02,1394470628.502582
57702-11,2356639689.9252143
57705-07,1557098915.9392595
57708-04,601947588.9970765
57711-01,832254944.3203354
57713-10,1755247635.871136
57716-07,1710713267.1300955
57719-04,2332096981.265933
57722-01,2349861127.3445807
57724-09,2907381076.681319
57727-06,1002272903.3446472
57730-03,2730817470.939564
57732-12,2428828952.2653184
57735-09,2657405799.8705487
57738-06,2084842842.4416163
57741-03,2621438087.566733
57743-11,7349750905.041157
57746-08,3961069473.231136
57749-05,3638546528.740156
57752-02,2591831660.985749
57754-11,3578140778.8084984
57757-08,2569639641.3527684
57760-05,3277596494.7619195
57763-01,4022645635.221202
57765-10,1189002999.143113
57768-07,1670074079.5802343
57771-04,2119912185.5934684
57774-01,4114477849.9320545
57776-10,3090291706.4439816
57779-07,1924582289.4113936
57782-03,1662806764.9533324
57784-12,714201332.9751225
57787-09,1525108635.874829
57790-06,2470872744.548968
57793-03,1772753529.8642745
57795-12,2356715986.5335455
57798-08,2827221287.422797
57801-05,2361590437.9414105
57804-02,812389216.4346799
57806-11,1336870531.1415012
57809-08,3076006652.001568
57812-05,5197697635.212413
57815-02,3454273922.7003846
57817-10,2641767846.305827
57820-07,3251112979.3058844
57823-04,1267165565.37527
57826-01,1687020822.3668208
57828-10,2400141664.389342
57831-07,2532279071.0069213
57834-04,2108514405.260877
57836-12,3654698026.540381
57839-09,4566085156.747207
57842-06,1449074019.067485
57845-03,2261295524.8173394
57847-12,3674562070.238606
57850-09,3641033186.3004575
57853-06,2925773651.2559576
57856-02,3548950335.0984216
57858-11,6061348756.341564
57861-08,1197657354.9690385
57864-05,1708685030.2798696
57867-02,2150393686.9203186
57869-11,1708989000.038937
57872-08,1916851896.6699688
57875-04,1535778106.578708
57878-01,1721418035.0795596
57880-10,673725652.9787655
57883-07,884051773.1655338
57886-04,2977024047.2231607
57889-01,2519515177.662365
57891-10,2386223626.8613906
57894-06,1836645629.33462
57897-03,1788436983.8106546
57899-12,753420679.8063259
57902-09,1167866486.8455212
57905-06,1436920018.893613
57908-03,1956261065.6071732
57910-12,1758773276.2478049
57913-08,1814322119.065849
57916-05,1521683425.5648005
57919-02,532250544.59040153
57921-11,839079130.8378651
57924-08,1732823429.5017283
57927-05,1604673428.6527836
57930-01,1733348496.6703594
57932-10,2204223872.6696463
57935-07,1863236625.932864
57938-04,451919022.72775954
57941-01,629720971.7866651
57943-10,1310235631.747926
57946-07,1219899607.2677548
57949-04,797460526.4738462
57951-12,622970453.6497648
57954-09,1616722115.636646
57957-06,391274205.274436
57960-03,390327299.1502763
57962-12,1762011993.0377953
57965-09,1155016404.4786751
57968-05,1019746835.2795268
57971-02,552991635.2911001
57973-11,1558958860.8870876
57976-08,635514773.6093655
57979-05,952160980.5212084
57982-02,1927455243.548076
57984-11,1728045542.2983751
57987-07,1311906952.9749737
57993-01,1416907180.1870482
57995-10,281321375.4802981
57998-07,497245863.9319499
58001-04,1479964862.2693062
58004-01,2149770801.117704
58006-09,2201535821.648615
58009-06,2093008182.8437335
58012-03,1064019408.0772512
58014-12,408161941.6719079
58017-09,654773743.2677119
58020-06,1326770336.049047
58025-11,1837708115.359704
58028-08,969910623.3559886
58031-05,1248772265.678843
58034-02,378464146.0918812
58036-11,1264233689.8415809
58039-08,1560135758.989215
58042-05,1160026853.5895033
58045-01,1283919840.851472
58047-10,2610381587.9100037
58050-07,2918624066.4818316
58053-04,3155264093.623044
58056-01,1974920557.0473864
58058-10,3260752444.46133
58061-07,2986903008.574792
58064-03,2852834631.5391464
58066-12,7198745594.280694
58069-09,6134056670.6115055
58072-06,3058983879.069153
58075-03,1510003758.6528418
58077-12,2038959539.4209776
58080-08,1408623623.359925
58083-05,1930513947.5441144
58086-02,1622162145.3342068
58088-11,1371286022.3300548
58091-08,1260259314.3600264
58094-05,1545094572.1368144
58097-02,1062797918.2535973
58099-10,1117987651.294812
58102-07,1040493524.6521236
58105-04,968863572.7821528
58108-01,2378079150.5678477
58110-10,547592078.8471988
58113-07,553613335.5774136
58116-04,2158158656.1215167
58118-12,1469512159.7199354
58121-09,2064089702.8444352
58124-06,1404774665.564561
58127-03,1412033823.5619729
58129-12,1462864408.2615664
58132-09,1545783742.9062
58135-06,2164578841.845917
58138-03,1691848669.9430182
58140-11,3202864447.6324606
58143-08,1917514690.3878336
58146-05,1574601198.874888
58149-02,861729861.8530488
58151-11,1447522160.3154547
58154-08,1967622051.44968
58157-04,2292525621.4405203
58160-01,1911300596.234168
58162-10,1540745224.5101063
58165-07,2591768526.2961473
58168-04,921308630.9462768
58171-01,1007334955.2436514
58173-10,2095859511.564864
58176-06,1825976731.3326728
58179-03,1692949838.9777424
58181-12,1566573949.8604126
58192-12,1980755169.231694
58195-08,1455361229.2099645
58201-02,1447699734.3398397
58203-11,1917318222.709913
58206-08,762676255.4470605
58209-05,667003517.6059871
58212-02,1234617690.8920753
58214-10,1490168487.4548745
58217-07,1301708227.0745244
58220-04,1349223461.5270572
58223-01,763535606.9777882
58225-10,494932017.4232442
58228-07,791661977.3234502
58231-04,1408020173.0961628
58233-12,1649637855.842697
58236-09,1418484188.0521238
58239-06,1300323816.009336
58242-03,1259195636.055663
58244-12,662437113.7096702
58247-09,962825891.8165911
58250-06,1753370318.1841662
58258-08,1274894123.7496114
58261-05,1987343208.84067
58264-02,698008567.9340073
58266-11,854915370.4407915
58269-08,1280503914.3710752
58272-04,1132118272.5583112
58275-01,1543732085.5463338
58277-10,1321349698.354246
58280-07,986932564.6001964
58283-04,440684004.3451535
